Time, CPU(%), Memory(MB), Sent(Bytes), Received(Bytes), Errors, Average Response Time(ms)
2024-09-17 오후 8:44:42, 0.38, 37.00, 157683, 73549, 0, 0.80
2024-09-17 오후 8:44:43, 0.00, 37.00, 158264, 73820, 0, 0.90
2024-09-17 오후 8:44:44, 0.38, 37.00, 158845, 74091, 0, 1.00
2024-09-17 오후 8:44:45, 0.38, 37.00, 159426, 74362, 0, 1.10
2024-09-17 오후 8:44:46, 0.00, 37.00, 160007, 74633, 0, 1.00
2024-09-17 오후 8:44:47, 0.38, 37.00, 160414, 74823, 0, 1.00
2024-09-17 오후 8:44:48, 0.39, 37.00, 160937, 75067, 0, 1.11
2024-09-17 오후 8:44:49, 0.00, 37.00, 161518, 75338, 0, 1.00
2024-09-17 오후 8:44:50, 0.38, 37.00, 162099, 75609, 0, 1.00
2024-09-17 오후 8:44:51, 0.38, 37.00, 162680, 75880, 0, 0.90
2024-09-17 오후 8:44:52, 0.38, 37.00, 163261, 76151, 0, 0.90
2024-09-17 오후 8:44:53, 0.39, 37.00, 163842, 76422, 0, 0.90
2024-09-17 오후 8:44:54, 0.39, 37.00, 164423, 76693, 0, 0.90
2024-09-17 오후 8:44:55, 0.38, 37.00, 164945, 76936, 0, 1.22
2024-09-17 오후 8:44:56, 0.38, 37.00, 165410, 77153, 0, 0.75
2024-09-17 오후 8:44:57, 0.00, 37.00, 165991, 77424, 0, 1.00
2024-09-17 오후 8:44:58, 0.38, 37.00, 166398, 77614, 0, 0.71
2024-09-17 오후 8:44:59, 0.00, 37.00, 166979, 77885, 0, 1.10
2024-09-17 오후 8:45:00, 0.38, 37.00, 167560, 78156, 0, 2.10
2024-09-17 오후 8:45:01, 0.00, 37.00, 168141, 78427, 0, 1.30
2024-09-17 오후 8:45:02, 0.38, 37.00, 168722, 78698, 0, 1.00
2024-09-17 오후 8:45:03, 0.38, 37.00, 169129, 78888, 0, 0.71
2024-09-17 오후 8:45:04, 0.38, 37.00, 169652, 79132, 0, 0.56
2024-09-17 오후 8:45:06, 0.38, 37.00, 170233, 79403, 0, 1.00
2024-09-17 오후 8:45:07, 0.39, 37.00, 170814, 79674, 0, 0.60
2024-09-17 오후 8:45:08, 0.00, 37.00, 171395, 79945, 0, 0.80
2024-09-17 오후 8:45:09, 0.00, 37.00, 171976, 80216, 0, 0.90
2024-09-17 오후 8:45:10, 0.39, 37.00, 172557, 80487, 0, 1.10
2024-09-17 오후 8:45:11, 0.38, 37.00, 173138, 80758, 0, 0.80
2024-09-17 오후 8:45:12, 0.00, 37.00, 173660, 81001, 0, 0.78
2024-09-17 오후 8:45:13, 0.38, 37.00, 174125, 81218, 0, 1.12
2024-09-17 오후 8:45:14, 0.00, 37.00, 174706, 81489, 0, 0.80
2024-09-17 오후 8:45:15, 0.38, 37.00, 175113, 81679, 0, 1.00
2024-09-17 오후 8:45:16, 0.00, 37.00, 175694, 81950, 0, 0.70
2024-09-17 오후 8:45:17, 0.38, 37.00, 176275, 82221, 0, 0.80
2024-09-17 오후 8:45:18, 0.00, 37.00, 176856, 82492, 0, 0.90
2024-09-17 오후 8:45:19, 0.38, 37.00, 177437, 82763, 0, 0.60
2024-09-17 오후 8:45:20, 0.39, 37.00, 177844, 82953, 0, 0.86
